context_id,house,seed,update_id,status,reason,physical_stops,npz_path,npz_sha256,bank_source,components,accepted,min_c_eff_eigenvalue
H01_seed3_update0004,H01,3,4,VALID,ACCEPT,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed3_update0004.npz,2b4857b57086a9d5a35242febb28fd41ebffdd9561245eeb5e79eb7a06d7c250,streamed_rebuild,37,True,0.25043713749874974
H01_seed3_update0005,H01,3,5,VALID,ACCEPT,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed3_update0005.npz,ca2b36a7b6421fb515e1597ddfe2f3168aef9759069117d3177bc4fae8f484c3,streamed_rebuild,35,True,0.25057203872386047
H01_seed4_update0001,H01,4,1,VALID,LOSO_COMPONENT_DISAGREE,4,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed4_update0001.npz,8378d9b8b1e4915bd18708d2bafc7ddd48227bfbdf61e36846561aa140493d00,streamed_rebuild,50,False,0.25044412816979444
H01_seed4_update0002,H01,4,2,VALID,INSUFFICIENT_INFORMATIVE_HELDOUT,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed4_update0002.npz,67a50b8f24bfcd48daf108809c0426febbf13ff1d00f15383450956c54174095,streamed_rebuild,48,False,0.2503825766753761
H01_seed4_update0003,H01,4,3,VALID,HELDOUT_RIVAL_CONTRADICTION,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed4_update0003.npz,1f82abcb8557210fa80aa60e9d471c9511915136c3f9ddf124bc239fe7a4ce19,streamed_rebuild,49,False,0.2505888071036277
H01_seed4_update0004,H01,4,4,VALID,HELDOUT_RIVAL_CONTRADICTION,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed4_update0004.npz,ef7d115cec5b0f96c7f5ea0b8b6a91155e3b6e9097eb66c94ac2b88d6e234fc7,streamed_rebuild,50,False,0.2504981454631395
H01_seed4_update0005,H01,4,5,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed4_update0005.npz,3efa63794b530ba4570ced73c859138d7f1dee18aa568272b3c08c7d326031a5,streamed_rebuild,49,False,0.2506218844548288
H01_seed5_update0001,H01,5,1,VALID,LOSO_COMPONENT_DISAGREE,4,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed5_update0001.npz,fec920875b29ac28ff0499924ab25161fa4bd9cf9ed8354be41a2ec149b162b0,streamed_rebuild,50,False,0.2504296708533024
H01_seed5_update0002,H01,5,2,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed5_update0002.npz,1b0745d8cc7ee2f15d5eaaf9a334fc59c79b29f2005a9b50c1fd757cee2371da,streamed_rebuild,44,False,0.25074436442982717
H01_seed5_update0003,H01,5,3,VALID,INSUFFICIENT_INFORMATIVE_HELDOUT,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed5_update0003.npz,b3d4715781e40e60f40aa2e970f5784c5e1fe4a387d9be1bb9742fe0ae758610,streamed_rebuild,49,False,0.2503907012916485
H01_seed5_update0004,H01,5,4,VALID,ACCEPT,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed5_update0004.npz,fb327dec44bdfe46cfcc3c21ae91794279e2c576083115ef961d2122bce500cb,streamed_rebuild,31,True,0.2506007988376806
H01_seed5_update0005,H01,5,5,VALID,ACCEPT,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed5_update0005.npz,ad0e238bd522a6f5284b8070bdf6fd8a05c0cf024fd8698c1260e50daebe66b1,streamed_rebuild,29,True,0.2503390378938068
H01_seed6_update0001,H01,6,1,VALID,LOSO_COMPONENT_DISAGREE,4,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed6_update0001.npz,dc4a3ec52d619da3b043e2ebd46b3979ba94780b921a9ce1f202556fc13dc02c,streamed_rebuild,50,False,0.25042694117810455
H01_seed6_update0002,H01,6,2,VALID,INSUFFICIENT_INFORMATIVE_HELDOUT,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed6_update0002.npz,e4ff4ae2229aa8ddece5a34fc0f8c7d54ce508a7404edf16228927636d1dd3f2,streamed_rebuild,46,False,0.2504886469160199
H01_seed6_update0003,H01,6,3,VALID,HELDOUT_RIVAL_CONTRADICTION,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed6_update0003.npz,706edacbde71738f0ba9ba560640b2bed3e71f8104402a1759b18c61d2f7b789,streamed_rebuild,46,False,0.2504574613993347
H01_seed6_update0004,H01,6,4,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed6_update0004.npz,d6e5635244d955569db33b6f4bd71313a23a225822b386a12e0d731fff833668,streamed_rebuild,42,False,0.2505205253382355
H01_seed6_update0005,H01,6,5,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed6_update0005.npz,9f125eb9d9abab61d1a5593991261e43ad8f77c134a930c98e165d8cbcddc4f3,streamed_rebuild,44,False,0.2503691076424018
H01_seed7_update0001,H01,7,1,VALID,LOSO_COMPONENT_DISAGREE,4,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed7_update0001.npz,2398a57d6d1f53c020cefc85a85df4ced7bedfacdb3f2b98cc88ba56190f1558,streamed_rebuild,50,False,0.2504425564580179
H01_seed7_update0002,H01,7,2,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed7_update0002.npz,7b90bbe99ae5e26569ced3fa24dc86ddfb2bdae63e15daaac94fc91b0722c56b,streamed_rebuild,38,False,0.25044899544727056
H01_seed7_update0003,H01,7,3,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed7_update0003.npz,6235e618e55cb38674d2c50af4a433558ead9f491a7ef59bfeed15032bb56932,streamed_rebuild,48,False,0.2505681009216615
H01_seed7_update0004,H01,7,4,VALID,HELDOUT_RIVAL_CONTRADICTION,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed7_update0004.npz,b8613b9f94d075d8299064806ed880e9d8ca4046b68484421fa84dbe40b6a084,streamed_rebuild,49,False,0.25048324453248483
H01_seed7_update0005,H01,7,5,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed7_update0005.npz,9f74a805fcdd4bb19153a134fc1ff651accc6e84bf92716949a7428f839a7c40,streamed_rebuild,45,False,0.25060261992295957
H01_seed8_update0001,H01,8,1,VALID,LOSO_COMPONENT_DISAGREE,4,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed8_update0001.npz,52fdd9387564bfa4405f2915a8946ecfd720119a5ae932b11b3e838ba5040c8b,streamed_rebuild,50,False,0.2504315447527969
H01_seed8_update0002,H01,8,2,VALID,HELDOUT_RIVAL_CONTRADICTION,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed8_update0002.npz,36010701ae8d5e31087c28b0afb55c9294ccfda8b59398dc890f1099d4a120e7,streamed_rebuild,42,False,0.2506910423956685
H01_seed8_update0003,H01,8,3,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed8_update0003.npz,591a7720ce163449bf22e8fd8dac904a8a4425135ed9618fad436da452692edc,streamed_rebuild,48,False,0.25058081213557953
H01_seed8_update0004,H01,8,4,VALID,ACCEPT,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed8_update0004.npz,bce715cc953c1ef58801abb5c79eeba558ea2a1b57aaad05b3ff71f68572d5f1,streamed_rebuild,40,True,0.2504382051793957
H01_seed8_update0005,H01,8,5,VALID,HELDOUT_RIVAL_CONTRADICTION,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed8_update0005.npz,96ccf64131b79773217cd8583a7bdba17ecbca4017b1cfdcef982a64a04fbcdc,streamed_rebuild,15,False,0.2501509669005903
H01_seed9_update0001,H01,9,1,VALID,LOSO_COMPONENT_DISAGREE,4,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed9_update0001.npz,d936468d3b671e90fe7b1e4db42e2aaf2a1664a5586c227eaa8b0d690baaf8e3,streamed_rebuild,50,False,0.2504219185410997
H01_seed9_update0002,H01,9,2,VALID,ACCEPT,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed9_update0002.npz,e411134aea99472b1456e8ebe1799a849608485b60054cfbaee9c007ccd3a072,streamed_rebuild,29,True,0.25044761851891056
H01_seed9_update0003,H01,9,3,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed9_update0003.npz,322718d69b53cc3e77bdde04290466cdb3016f54b4806e4d0c6ae7d065eeb912,streamed_rebuild,51,False,0.25023990215448505
H01_seed9_update0004,H01,9,4,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed9_update0004.npz,f02ddb18f2cb04e06a008aadc3d44a7e47090f6414eb0636fe8beacba5c9f141,streamed_rebuild,45,False,0.25020588881244765
H01_seed9_update0005,H01,9,5,VALID,ACCEPT,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed9_update0005.npz,7a478f1956d104793eb64cd1301fb4bf9bc3baa4609684d6c40b28031d267c6e,streamed_rebuild,19,True,0.25019445552852154
H02_seed0_update0001,H02,0,1,VALID,LOSO_COMPONENT_DISAGREE,4,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed0_update0001.npz,7841d18077a08a19dbde4ae47c402689acb8560ed3da3c3ef9ed4cb32229876d,verified_reuse,62,False,0.25060056055744756
H02_seed0_update0002,H02,0,2,VALID,ACCEPT,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed0_update0002.npz,a7710611ef181455740a7ed097fe3b44ab913f8123ce428ff876135b374588c3,streamed_rebuild,40,True,0.2503669949630624
H02_seed0_update0003,H02,0,3,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed0_update0003.npz,039b6e4193cdfed22d5c503312ff23cb5342bb3e535cc1f10ecf9ba0caf0d4b9,streamed_rebuild,75,False,0.250302430833224
H02_seed0_update0004,H02,0,4,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed0_update0004.npz,bf82b37ebb36e53395ab7d985658ae9f3061c3b0e15a27a90afcfb9f5dbc6205,streamed_rebuild,52,False,0.2505964478964943
H02_seed0_update0005,H02,0,5,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed0_update0005.npz,30361490e2402d94c7cdb2e53807f299332170db350acc215d5b840e0e37e27d,streamed_rebuild,36,False,0.25040315706054267
H02_seed1_update0001,H02,1,1,VALID,LOSO_COMPONENT_DISAGREE,4,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed1_update0001.npz,6e2cd7bc726bb8ec0360605f727bcc99da6423c67d8d7e7b07769dfd7db264b9,streamed_rebuild,62,False,0.25060056055744756
H02_seed1_update0002,H02,1,2,VALID,HELDOUT_RIVAL_CONTRADICTION,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed1_update0002.npz,8727b5097f20d16973e1fd66946b34b0c437b4273894f3e51602e4d064dc1009,streamed_rebuild,54,False,0.2502803610022442
H02_seed1_update0003,H02,1,3,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed1_update0003.npz,c019c4ab5a825e36862310fffa96445a97134793adb91f867391803a9ded3c91,streamed_rebuild,60,False,0.25038928655188164
H02_seed1_update0004,H02,1,4,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed1_update0004.npz,17ad5f0c2128a2f48cab48f2f19474540dd2bee66db2458d194caa339aeafcf5,streamed_rebuild,40,False,0.25053902586739857
H02_seed1_update0005,H02,1,5,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed1_update0005.npz,b703a259b72fdf37a0aa75ae83af8931e2ade7b78005dabb191bd51fe596ee9f,streamed_rebuild,35,False,0.25036745805980865
H02_seed2_update0001,H02,2,1,VALID,HELDOUT_RIVAL_CONTRADICTION,4,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed2_update0001.npz,7ba652690ec6adabb611faae6a990810ad5935180e79aaace6b37bc9678dc978,streamed_rebuild,62,False,0.2506010859642204
H02_seed2_update0002,H02,2,2,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed2_update0002.npz,f32e02d672b2c794c446833a1f868885d424156801e1da63100a4cb632e05dea,streamed_rebuild,60,False,0.2503890166205643
H02_seed2_update0003,H02,2,3,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed2_update0003.npz,fb55a294898387c478298dbffd2dc62b75963a1bef4600b314245667b89f1c2b,streamed_rebuild,71,False,0.25032988286898017
H02_seed2_update0004,H02,2,4,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed2_update0004.npz,783705c4a7d712f11d0255fa39c483dc6eef272ab2340ed529d899edff5dda60,streamed_rebuild,38,False,0.2504818598492929
H02_seed2_update0005,H02,2,5,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed2_update0005.npz,6d84d4143717b5f2af0f33d174ff0b347cf626159bb76dd8309dbb374fec3870,streamed_rebuild,32,False,0.2503684976855881
H02_seed3_update0001,H02,3,1,VALID,HELDOUT_RIVAL_CONTRADICTION,4,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed3_update0001.npz,92586adb94aa6ac26feef9e1884d861442d2c60104fde52f95933894cb9d70f4,streamed_rebuild,62,False,0.25060080593220857
H02_seed3_update0002,H02,3,2,VALID,HELDOUT_RIVAL_CONTRADICTION,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed3_update0002.npz,31b1a0ed303721562b4b38c979d7c208cf2ed9d986902142461b48b60c633a3d,streamed_rebuild,39,False,0.2509117605094777
H02_seed3_update0003,H02,3,3,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed3_update0003.npz,8a3ce25063a93e1b257c1e40ed380e04e15f6951e4524f215ff04b37d03a74d8,streamed_rebuild,60,False,0.25034632764461967
H02_seed3_update0004,H02,3,4,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed3_update0004.npz,6bc7386b39678f5e395e2e0df5aa014ce0ea3725b08c6d9d4267464637fd41d1,streamed_rebuild,40,False,0.2504152926446925
H02_seed3_update0005,H02,3,5,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed3_update0005.npz,a603099a5868bb8ed9407e1332ba865799a9997ca75f23f96055d22486cbc9c1,streamed_rebuild,36,False,0.25037113458029897
H02_seed4_update0001,H02,4,1,VALID,LOSO_COMPONENT_DISAGREE,4,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed4_update0001.npz,4c8a9a6e4ef2c90f7c12ab6a4757d1a616fdf26399a9a182e858bc6c08b5d1eb,streamed_rebuild,62,False,0.25060056055744756
H02_seed4_update0002,H02,4,2,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed4_update0002.npz,409000fcf22b1a9d94a0987ea2dcf05fecb72589051749056e5ecff61286f7a0,streamed_rebuild,41,False,0.25059466889715776
H02_seed4_update0003,H02,4,3,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed4_update0003.npz,2ce84207787f1c829493f81f9bcbe87b18e914a0f7b89eb0aaaed530b8981523,streamed_rebuild,58,False,0.2504856341851424
H02_seed4_update0004,H02,4,4,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed4_update0004.npz,84cfd5ef794bb65250762ebb4409933589cf95387544084d268a4ce2d7453937,streamed_rebuild,28,False,0.25056147452736766
H02_seed4_update0005,H02,4,5,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed4_update0005.npz,9951a17d001e8e10049116feb899673db4f24d9fa2158f032061df72e839d780,streamed_rebuild,39,False,0.2504758737580174
H02_seed5_update0001,H02,5,1,VALID,LOSO_COMPONENT_DISAGREE,4,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed5_update0001.npz,6ca9246b55afb5be848b99eb06bd758fadc381fe977871eec81fb09b6ef8471e,streamed_rebuild,62,False,0.2506010859642204
H02_seed5_update0002,H02,5,2,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed5_update0002.npz,739f82b5a69eb937cae231a4966e209cf010527ee8d85675c289b46b1d027cfc,streamed_rebuild,41,False,0.2505950546017554
H02_seed5_update0003,H02,5,3,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed5_update0003.npz,4a60ff173b16661f8bfd98d6aad75bc3e29bac682dd4d12b26498878f5218552,streamed_rebuild,57,False,0.2504575018232068
H02_seed5_update0004,H02,5,4,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed5_update0004.npz,c17989d0c1d3dbc0b8ba4865bf78698cd200c67632c75a58ccdd6237b00e66e7,streamed_rebuild,64,False,0.2507189628780737
H02_seed5_update0005,H02,5,5,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed5_update0005.npz,20bc85917cf823b44eb4eb0421a6d5816809ebb91a6db94d25bbba7c4036d752,streamed_rebuild,44,False,0.2506451227820838
H02_seed6_update0001,H02,6,1,VALID,LOSO_COMPONENT_DISAGREE,4,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed6_update0001.npz,d6cebf9cb156f14aea1df540d10edb3343cfc69d8923f80253264fe658824d65,streamed_rebuild,62,False,0.2506010859642204
H02_seed6_update0002,H02,6,2,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed6_update0002.npz,e13877b1d341db50280c7a1958b3b8bd68882e10cf529b4b52ba29168e78f943,streamed_rebuild,41,False,0.25059520700112
H02_seed6_update0003,H02,6,3,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed6_update0003.npz,6918c824ed68f741f19f91816103be1474bd4c483f5d76c470ded61d9762fa44,streamed_rebuild,68,False,0.2504182157072796
H02_seed6_update0004,H02,6,4,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed6_update0004.npz,176a3941aa4936ae917133342cecbfda052cc1c8e89ae073e11878bede6117f9,streamed_rebuild,48,False,0.25087675988097363
H02_seed6_update0005,H02,6,5,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed6_update0005.npz,8f724f36c97da17461850fe2ffe52b6c73e72d5758f088e75f72be308678277e,streamed_rebuild,37,False,0.250848693536189
H02_seed7_update0001,H02,7,1,VALID,LOSO_COMPONENT_DISAGREE,4,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed7_update0001.npz,371ce0eb2ab43f03d01d378e62f08b98b853ca7ca70d7b998df3a6e006f22328,streamed_rebuild,62,False,0.2506010859642204
H02_seed7_update0002,H02,7,2,VALID,LOSO_COMPONENT_DISAGREE,3,/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed7_update0002.npz,bd0681600d19c38127c0a75a958e5d6e871dba08934166d3ef1962a654487a5d,streamed_rebuild,41,False,0.25059534499655045
