path,context_id,house,seed,update_id,timesteps,sources,members,physical_stops,components,resolved_edges,unresolved_edges,min_c_eff_eigenvalue,accepted,reason,selected_component,informative_heldout,min_absolute_gain,min_rival_margin,member_loo_pass
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed3_update0003.npz,H01_seed3_update0003,H01,3,3,200,210,8,3,47,225,426,0.2505249872428733,False,HELDOUT_RIVAL_CONTRADICTION,0,0,0.17977178225372967,-5.9113227773159235e-05,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed3_update0004.npz,H01_seed3_update0004,H01,3,4,200,210,8,3,37,180,471,0.25043713749874974,True,ACCEPT,0,3,0.17855545360774205,0.027630029197768417,True
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed3_update0005.npz,H01_seed3_update0005,H01,3,5,200,210,8,3,35,168,483,0.25057203872386047,True,ACCEPT,0,3,0.17895755211231423,0.013784625954768426,True
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed4_update0001.npz,H01_seed4_update0001,H01,4,1,200,210,8,4,50,211,440,0.25044412816979444,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed4_update0002.npz,H01_seed4_update0002,H01,4,2,200,210,8,3,48,214,437,0.2503825766753761,False,INSUFFICIENT_INFORMATIVE_HELDOUT,43,1,0.17983089548150274,-8.673617379884035e-19,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed4_update0003.npz,H01_seed4_update0003,H01,4,3,200,210,8,3,49,222,429,0.2505888071036277,False,HELDOUT_RIVAL_CONTRADICTION,0,1,0.17923162053021852,-0.0005992749512842314,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed4_update0004.npz,H01_seed4_update0004,H01,4,4,200,210,8,3,50,205,446,0.2504981454631395,False,HELDOUT_RIVAL_CONTRADICTION,0,2,0.17817819785446362,-0.0009403546435443628,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed4_update0005.npz,H01_seed4_update0005,H01,4,5,200,210,8,3,49,201,450,0.2506218844548288,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed5_update0001.npz,H01_seed5_update0001,H01,5,1,200,210,8,4,50,207,444,0.2504296708533024,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed5_update0002.npz,H01_seed5_update0002,H01,5,2,200,210,8,3,44,225,426,0.25074436442982717,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed5_update0003.npz,H01_seed5_update0003,H01,5,3,200,210,8,3,49,224,427,0.2503907012916485,False,INSUFFICIENT_INFORMATIVE_HELDOUT,45,0,0.17983089548150274,-8.239936510889834e-17,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed5_update0004.npz,H01_seed5_update0004,H01,5,4,200,210,8,3,31,164,487,0.2506007988376806,False,SCORING_MEMBER_LOO_FAIL,0,3,0.17907529838135378,0.003537577823307511,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed5_update0005.npz,H01_seed5_update0005,H01,5,5,200,210,8,3,29,145,506,0.2503390378938068,True,ACCEPT,0,3,0.17719400616505465,0.0063233446990215506,True
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed6_update0001.npz,H01_seed6_update0001,H01,6,1,200,210,8,4,50,205,446,0.25042694117810455,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed6_update0002.npz,H01_seed6_update0002,H01,6,2,200,210,8,3,46,197,454,0.2504886469160199,False,INSUFFICIENT_INFORMATIVE_HELDOUT,0,1,0.1797508863779059,-8.239936510889834e-17,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed6_update0003.npz,H01_seed6_update0003,H01,6,3,200,210,8,3,46,220,431,0.2504574613993347,False,HELDOUT_RIVAL_CONTRADICTION,0,0,0.17722190605264704,-0.0024652563731458405,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed6_update0004.npz,H01_seed6_update0004,H01,6,4,200,210,8,3,42,227,424,0.2505205253382355,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed6_update0005.npz,H01_seed6_update0005,H01,6,5,200,210,8,3,44,194,457,0.2503691076424018,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed7_update0001.npz,H01_seed7_update0001,H01,7,1,200,210,8,4,50,204,447,0.2504425564580179,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed7_update0002.npz,H01_seed7_update0002,H01,7,2,200,210,8,3,38,174,477,0.25044899544727056,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed7_update0003.npz,H01_seed7_update0003,H01,7,3,200,210,8,3,48,228,423,0.2505681009216615,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed7_update0004.npz,H01_seed7_update0004,H01,7,4,200,210,8,3,49,202,449,0.25048324453248483,False,HELDOUT_RIVAL_CONTRADICTION,0,0,0.17937411672639414,-0.0004567787551085717,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed7_update0005.npz,H01_seed7_update0005,H01,7,5,200,210,8,3,45,218,433,0.25060261992295957,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed8_update0001.npz,H01_seed8_update0001,H01,8,1,200,210,8,4,50,204,447,0.2504315447527969,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed8_update0002.npz,H01_seed8_update0002,H01,8,2,200,210,8,3,42,193,458,0.2506910423956685,False,HELDOUT_RIVAL_CONTRADICTION,19,0,0.5930944509372589,-0.017519360636698122,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed8_update0003.npz,H01_seed8_update0003,H01,8,3,200,210,8,3,48,216,435,0.25058081213557953,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed8_update0004.npz,H01_seed8_update0004,H01,8,4,200,210,8,3,40,175,476,0.2504382051793957,True,ACCEPT,0,3,0.1786983597368133,0.026131040748009857,True
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed8_update0005.npz,H01_seed8_update0005,H01,8,5,200,210,8,3,15,86,565,0.2501509669005903,False,HELDOUT_RIVAL_CONTRADICTION,0,2,-0.35941431356919784,-0.32682612876762285,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed9_update0001.npz,H01_seed9_update0001,H01,9,1,200,210,8,4,50,210,441,0.2504219185410997,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed9_update0002.npz,H01_seed9_update0002,H01,9,2,200,210,8,3,29,158,493,0.25044761851891056,True,ACCEPT,0,3,0.1748076182668169,0.005819142275070455,True
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed9_update0003.npz,H01_seed9_update0003,H01,9,3,200,210,8,3,51,238,413,0.25023990215448505,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed9_update0004.npz,H01_seed9_update0004,H01,9,4,200,210,8,3,45,217,434,0.25020588881244765,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H01_seed9_update0005.npz,H01_seed9_update0005,H01,9,5,200,210,8,3,19,94,557,0.25019445552852154,False,SCORING_MEMBER_LOO_FAIL,0,3,0.17731818767038932,0.011102867097717812,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed0_update0001.npz,H02_seed0_update0001,H02,0,1,200,201,8,4,62,286,371,0.25060056055744756,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed0_update0002.npz,H02_seed0_update0002,H02,0,2,200,201,8,3,40,190,467,0.2503669949630624,True,ACCEPT,1,2,0.1795220609446194,-2.6020852139652106e-18,True
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed0_update0003.npz,H02_seed0_update0003,H02,0,3,200,201,8,3,75,355,302,0.250302430833224,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed0_update0004.npz,H02_seed0_update0004,H02,0,4,200,201,8,3,52,268,389,0.2505964478964943,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed0_update0005.npz,H02_seed0_update0005,H02,0,5,200,201,8,3,36,198,459,0.25040315706054267,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed1_update0001.npz,H02_seed1_update0001,H02,1,1,200,201,8,4,62,286,371,0.25060056055744756,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed1_update0002.npz,H02_seed1_update0002,H02,1,2,200,201,8,3,54,300,357,0.2502803610022442,False,HELDOUT_RIVAL_CONTRADICTION,6,0,0.12027202237057621,-0.0028063659649657513,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed1_update0003.npz,H02_seed1_update0003,H02,1,3,200,201,8,3,60,307,350,0.25038928655188164,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed1_update0004.npz,H02_seed1_update0004,H02,1,4,200,201,8,3,40,189,468,0.25053902586739857,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed1_update0005.npz,H02_seed1_update0005,H02,1,5,200,201,8,3,35,189,468,0.25036745805980865,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed2_update0001.npz,H02_seed2_update0001,H02,2,1,200,201,8,4,62,286,371,0.2506010859642204,False,HELDOUT_RIVAL_CONTRADICTION,44,1,0.5324295924906723,-0.09696288347665971,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed2_update0002.npz,H02_seed2_update0002,H02,2,2,200,201,8,3,60,284,373,0.2503890166205643,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed2_update0003.npz,H02_seed2_update0003,H02,2,3,200,201,8,3,71,355,302,0.25032988286898017,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed2_update0004.npz,H02_seed2_update0004,H02,2,4,200,201,8,3,38,197,460,0.2504818598492929,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed2_update0005.npz,H02_seed2_update0005,H02,2,5,200,201,8,3,32,187,470,0.2503684976855881,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed3_update0001.npz,H02_seed3_update0001,H02,3,1,200,201,8,4,62,286,371,0.25060080593220857,False,HELDOUT_RIVAL_CONTRADICTION,35,0,0.11625830738308385,-0.20833780158073978,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed3_update0002.npz,H02_seed3_update0002,H02,3,2,200,201,8,3,39,245,412,0.2509117605094777,False,HELDOUT_RIVAL_CONTRADICTION,1,1,0.1740225906284546,-0.003259278461427267,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed3_update0003.npz,H02_seed3_update0003,H02,3,3,200,201,8,3,60,267,390,0.25034632764461967,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed3_update0004.npz,H02_seed3_update0004,H02,3,4,200,201,8,3,40,190,467,0.2504152926446925,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed3_update0005.npz,H02_seed3_update0005,H02,3,5,200,201,8,3,36,195,462,0.25037113458029897,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed4_update0001.npz,H02_seed4_update0001,H02,4,1,200,201,8,4,62,286,371,0.25060056055744756,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed4_update0002.npz,H02_seed4_update0002,H02,4,2,200,201,8,3,41,238,419,0.25059466889715776,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed4_update0003.npz,H02_seed4_update0003,H02,4,3,200,201,8,3,58,296,361,0.2504856341851424,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed4_update0004.npz,H02_seed4_update0004,H02,4,4,200,201,8,3,28,201,456,0.25056147452736766,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed4_update0005.npz,H02_seed4_update0005,H02,4,5,200,201,8,3,39,185,472,0.2504758737580174,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed5_update0001.npz,H02_seed5_update0001,H02,5,1,200,201,8,4,62,286,371,0.2506010859642204,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed5_update0002.npz,H02_seed5_update0002,H02,5,2,200,201,8,3,41,238,419,0.2505950546017554,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed5_update0003.npz,H02_seed5_update0003,H02,5,3,200,201,8,3,57,280,377,0.2504575018232068,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed5_update0004.npz,H02_seed5_update0004,H02,5,4,200,201,8,3,64,328,329,0.2507189628780737,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed5_update0005.npz,H02_seed5_update0005,H02,5,5,200,201,8,3,44,257,400,0.2506451227820838,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed6_update0001.npz,H02_seed6_update0001,H02,6,1,200,201,8,4,62,286,371,0.2506010859642204,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed6_update0002.npz,H02_seed6_update0002,H02,6,2,200,201,8,3,41,238,419,0.25059520700112,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed6_update0003.npz,H02_seed6_update0003,H02,6,3,200,201,8,3,68,355,302,0.2504182157072796,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed6_update0004.npz,H02_seed6_update0004,H02,6,4,200,201,8,3,48,291,366,0.25087675988097363,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed6_update0005.npz,H02_seed6_update0005,H02,6,5,200,201,8,3,37,215,442,0.250848693536189,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed7_update0001.npz,H02_seed7_update0001,H02,7,1,200,201,8,4,62,286,371,0.2506010859642204,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed7_update0002.npz,H02_seed7_update0002,H02,7,2,200,201,8,3,41,238,419,0.25059534499655045,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed7_update0003.npz,H02_seed7_update0003,H02,7,3,200,201,8,3,62,304,353,0.25048168290177286,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed7_update0004.npz,H02_seed7_update0004,H02,7,4,200,201,8,3,56,283,374,0.25066705929189875,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed7_update0005.npz,H02_seed7_update0005,H02,7,5,200,201,8,3,34,172,485,0.2503032427661908,False,HELDOUT_RIVAL_CONTRADICTION,8,0,0.15701024771387556,-0.022820647767627086,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed8_update0001.npz,H02_seed8_update0001,H02,8,1,200,201,8,4,62,286,371,0.25060088982723056,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed8_update0002.npz,H02_seed8_update0002,H02,8,2,200,201,8,3,41,238,419,0.2505946325984887,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed8_update0003.npz,H02_seed8_update0003,H02,8,3,200,201,8,3,63,305,352,0.25048095750416616,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed8_update0004.npz,H02_seed8_update0004,H02,8,4,200,201,8,3,56,283,374,0.250666024037061,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed8_update0005.npz,H02_seed8_update0005,H02,8,5,200,201,8,3,55,310,347,0.25074908733519136,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed9_update0001.npz,H02_seed9_update0001,H02,9,1,200,201,8,4,62,286,371,0.2506009915598167,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed9_update0002.npz,H02_seed9_update0002,H02,9,2,200,201,8,3,41,238,419,0.2505948676132718,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed9_update0003.npz,H02_seed9_update0003,H02,9,3,200,201,8,3,63,305,352,0.25047962099599363,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed9_update0004.npz,H02_seed9_update0004,H02,9,4,200,201,8,3,56,283,374,0.2506659669114845,False,HELDOUT_RIVAL_CONTRADICTION,2,1,0.17912027908120765,-1.1056547836629967e-05,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H02_seed9_update0005.npz,H02_seed9_update0005,H02,9,5,200,201,8,3,31,166,491,0.25051032981561244,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed0_update0001.npz,H03_seed0_update0001,H03,0,1,200,206,8,4,53,215,373,0.250246882131132,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed0_update0002.npz,H03_seed0_update0002,H03,0,2,200,206,8,3,47,190,398,0.25054916483546097,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed0_update0003.npz,H03_seed0_update0003,H03,0,3,200,206,8,3,49,185,403,0.25041702551817435,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed0_update0004.npz,H03_seed0_update0004,H03,0,4,200,206,8,3,60,220,368,0.25055544806776114,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed0_update0005.npz,H03_seed0_update0005,H03,0,5,200,206,8,3,38,151,437,0.2504062526439295,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed1_update0001.npz,H03_seed1_update0001,H03,1,1,200,206,8,4,54,217,371,0.25025679158563513,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed1_update0002.npz,H03_seed1_update0002,H03,1,2,200,206,8,3,37,143,445,0.2503913413577996,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed1_update0003.npz,H03_seed1_update0003,H03,1,3,200,206,8,3,52,204,384,0.25055661810439545,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed1_update0004.npz,H03_seed1_update0004,H03,1,4,200,206,8,3,50,194,394,0.2505524004142272,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed1_update0005.npz,H03_seed1_update0005,H03,1,5,200,206,8,3,48,184,404,0.25070096585509183,False,LOSO_COMPONENT_DISAGREE,,0,,,
